query_id,article_id,original_title,paraphrase,label_name,subject,gold_chunk_ids,gold_article_ids,n_gold_chunks
para-27050,27050,BUSTED: Here’s The Proof Trump Doesn’t Have As Much Money As He Says He Does,busted: here s proof trump doesn t have as much money as he states he does,fake,News,27050:0|27050:1|27050:2|27050:3|27050:4,27050,5
para-3193,3193,Trump to name Republican donor Kelly Craft as ambassador to Canada: official,trump name republican donor kelly craft as ambassador canada,true,politicsNews,3193:0,3193,1
para-10835,10835,Trump would tax Carrier air conditioning units for moving to Mexico,trump would tax carrier air conditioning units moving mexico,true,politicsNews,10835:0|10835:1|10835:2,10835,3
para-19819,19819,"Peru's Kuczynski swears in new Cabinet, opposition signals support","peru's kuczynski swears new cabinet, opposition signals support",true,worldnews,19819:0|19819:1|19819:2|19819:3,19819,4
para-14030,14030,Russia likely to reduce forces in Syria before year-end -general,russia likely reduce forces syria ahead year-end -general,true,worldnews,14030:0,14030,1
para-29337,29337,TN Lawmakers Got Big Money To Approve 279 Percent Interest Rate Loans (VIDEO),tn lawmakers got big money approve 279 percent interest rate loans,fake,News,29337:0|29337:1|29337:2|29337:3|29337:4|29337:5,29337,6
para-18485,18485,At least 17 killed in Cameroon separatist clashes: Amnesty,at least 17 killed cameroon separatist clashes: amnesty,true,worldnews,18485:0|18485:1|18485:2|18485:3,18485,4
para-26472,26472,WATCH: Brian Stelter Slams Sean Hannity For His Disturbing Lies About Hillary Clinton (VIDEO),brian stelter criticizes sean hannity his disturbing lies about hillary clinton,fake,News,26472:0|26472:1|26472:2|26472:3,26472,4
para-38158,38158,ATHEISTS SUE GOVERNOR OF TEXAS Over Display on Capitol Grounds,atheists sue governor texas regarding display capitol grounds,fake,Government News,38158:0|38158:1|38158:2,38158,3
para-36883,36883,THE LIST OF WHO’S WHO TAKING ADVANTAGE OF FAILED EU AUSTERITY EXPERIMENT IN GREECE,list who s who taking advantage failed eu austerity experiment greece,fake,politics,36883:0|36883:1|36883:2|36883:3|36883:4|36883:5|36883:6,36883,7
para-25490,25490,Reince Priebus Does WEIRD Balancing Act Regarding Trump’s ‘Rigged Election’ Talk,What happened with reince priebus does weird balancing act regarding trump s rigged election talk,fake,News,25490:0|25490:1|25490:2|25490:3,25490,4
para-44141,44141,Repeat Deceit: How US Tries to Link Iran to Al Qaeda,repeat deceit: how us tries link iran al qaeda,fake,Middle-east,44141:0|44141:1|44141:2|44141:3|44141:4|44141:5|44141:6|44141:7|44141:8|44141:9|44141:10|44141:11|44141:12|44141:13|44141:14|44141:15|44141:16|44141:17,44141,18
para-15899,15899,Liberia's Supreme Court halts election preparation over fraud accusations,liberia's supreme court halts election preparation regarding fraud accusations,true,worldnews,15899:0|15899:1|15899:2|15899:3|15899:4|15899:5,15899,6
para-30451,30451,Christian Fundamentalist A**hole Leaves Waiter A Dirty Trick For A Tip (IMAGES),christian fundamentalist a**hole leaves waiter dirty trick tip,fake,News,30451:0|30451:1|30451:2|30451:3,30451,4
para-6421,6421,Trump calls Russia reports 'fake news - a total political witch hunt',trump urges russia reports 'fake news - total political witch hunt',true,politicsNews,6421:0,6421,1
para-30364,30364,FL Toddler Shoots Himself In The Face After ‘Responsible Gun Owner’ Leaves Weapon In Truck (VIDEO),fl toddler shoots himself face following responsible gun owner leaves weapon truck,fake,News,30364:0|30364:1|30364:2,30364,3
para-32316,32316,PRICELESS! Trump Asks Teens How They Came Up With Project Name ‘Trump’…You’ll Love The Answer! [Video],priceless trump asks teens how they came up with project name trump you ll love answer,fake,politics,32316:0|32316:1|32316:2,32316,3
para-43870,43870,"Yahoo caves in to NSA, FBI – and secretly monitors customer email accounts for US Gov’t","yahoo caves nsa, fbi – secretly monitors customer email accounts us gov t",fake,US_News,43870:0|43870:1|43870:2|43870:3|43870:4|43870:5,43870,6
para-1165,1165,Trump does not support Alexander-Murray healthcare bill: White House,trump does not support alexander-murray healthcare bill,true,politicsNews,1165:0,1165,1
para-12439,12439,Philippine lawmakers approve one-yr extension of martial law in south,philippine lawmakers approve one-yr extension martial law south,true,worldnews,12439:0,12439,1
para-10232,10232,Gundlach sees Donald Trump nomination causing 'global growth scare',gundlach observes donald trump nomination causing 'global growth scare',true,politicsNews,10232:0|10232:1|10232:2|10232:3,10232,4
para-20754,20754,China lodges stern protest with South Korea over THAAD deployment,china lodges stern protest with south korea regarding thaad deployment,true,worldnews,20754:0,20754,1
para-30047,30047,"Numbskull Republican Ignores History, Says Reagan Would NEVER Negotiate With Iran","numbskull republican ignores history, states reagan would never negotiate with iran",fake,News,30047:0|30047:1|30047:2|30047:3,30047,4
para-9571,9571,Top Democrat says Puerto Rico bill could come early as Thursday,top democrat states puerto rico bill could come early as thursday,true,politicsNews,9571:0,9571,1
para-32612,32612,"BRITAIN’S THERESA MAY Refuses To Wear Headscarf On Saudi Arabia Visit…Media Compares Her Bravery To Hillary, Michelle Obama…But We Have Pictures That Tell A Different Story","britain s theresa may refuses wear headscarf saudi arabia visit media compares her bravery hillary, michelle obama but we have pictures that tell different story",fake,politics,32612:0|32612:1|32612:2|32612:3,32612,4
para-29120,29120,The Daily Show Destroys Republican Claims That Democrats Are The Real Racists (VIDEO),daily show destroys republican claims that democrats are real racists,fake,News,29120:0|29120:1|29120:2|29120:3|29120:4|29120:5,29120,6
para-26020,26020,WATCH: These White Trump Supporters Call Black People Lazy And Then Get Their A**es Handed To Them,these white trump supporters call black people lazy then get their a**es handed them,fake,News,26020:0|26020:1|26020:2|26020:3,26020,4
para-24046,24046,McConnell’s Senate Floor Sexism Just Gave Us The Best Protest Cry Yet (TWEETS),mcconnell s senate floor sexism just gave us best protest cry yet (tweets),fake,News,24046:0|24046:1|24046:2|24046:3|24046:4,24046,5
para-19549,19549,U.N. peacekeepers pressed to do more with less as further cuts loom,u.n. peacekeepers pressed do more with less as further cuts loom,true,worldnews,19549:0|19549:1|19549:2|19549:3|19549:4|19549:5|19549:6|19549:7|19549:8,19549,9
para-29130,29130,Donald Trump Humiliates Romney: He Would Have Dropped To His Knees To Get My Support (VIDEO),donald trump humiliates romney: he would have dropped his knees get my support,fake,News,29130:0|29130:1|29130:2|29130:3,29130,4
para-8694,8694,Trump staff writer takes responsibility for Melania speech controversy,trump staff writer takes responsibility melania speech controversy,true,politicsNews,8694:0,8694,1
para-30545,30545,WHY OBAMA’S CORRUPT INNER CIRCLE Is Desperately Fighting To Protect His Failed Reputation,why obama s corrupt inner circle is desperately fighting protect his failed reputation,fake,politics,30545:0|30545:1|30545:2|30545:3|30545:4|30545:5|30545:6|30545:7|30545:8|30545:9|30545:10|30545:11|30545:12,30545,13
para-6734,6734,Senate panel plans hearing on Russia hacking in January: spokeswoman,senate panel plans hearing russia hacking january: spokeswoman,true,politicsNews,6734:0,6734,1
para-19708,19708,China says North Korea nuclear issue must be resolved peacefully,china states north korea nuclear issue must be resolved peacefully,true,worldnews,19708:0|19708:1|19708:2,19708,3
para-25302,25302,WTF: There’s A ‘Make America Great Again’ Hat In A Museum Case At Trump’s Election Venue (IMAGE),wtf: there s make america great again hat museum case at trump s election venue,fake,News,25302:0|25302:1,25302,2
para-23758,23758,House GOP Puts DISGUSTING Restriction On Who’s Allowed To See Their New Healthcare Plan,house gop puts disgusting restriction who s allowed see their new healthcare plan,fake,News,23758:0|23758:1|23758:2|23758:3|23758:4,23758,5
para-24054,24054,Donald Trump Vote Broke Up This Couple’s Marriage,Coverage of donald trump vote broke up this couple s marriage,fake,News,24054:0|24054:1|24054:2,24054,3
para-6801,6801,Country star Garth Brooks in talks for Trump inaugural celebrations,country star garth brooks discussions trump inaugural celebrations,true,politicsNews,6801:0|6801:1|6801:2|6801:3,6801,4
para-34093,34093,"CATHOLICS SHOULD BE Singing Donald Trump’s Praises After He Boldly Defended Life, While Hillary Was Forced To Admit Support For Barbaric Partial-Birth Abortion","catholics should be singing donald trump s praises following he boldly defended life, while hillary was forced admit support barbaric partial-birth abortion",fake,politics,34093:0|34093:1|34093:2|34093:3|34093:4|34093:5,34093,6
para-27582,27582,Rosie O’Donnell Just CRUSHED What Was Left Of ‘Sh*tstain’ Donald Trump’s Pride (VIDEO),rosie o donnell just crushed what was left sh*tstain donald trump s pride,fake,News,27582:0|27582:1|27582:2|27582:3,27582,4
para-5249,5249,Trump's pick for Navy secretary withdraws,trump's pick navy secretary withdraws,true,politicsNews,5249:0|5249:1,5249,2
para-31100,31100,LOL! GEORGE LOPEZ Booed Off Stage At Children’s Diabetes Charity After Audience Rejects His Anti-Trump Jokes,lol george lopez booed off stage at children s diabetes charity following audience rejects his anti-trump jokes,fake,politics,31100:0|31100:1|31100:2|31100:3,31100,4
para-21856,21856,"Despicable Trump Announces An End To DACA, Will Kick 800,000 Kids Out","despicable trump announces end daca, will kick 800,000 kids out",fake,News,21856:0|21856:1|21856:2|21856:3,21856,4
para-1290,1290,U.S. lawmakers propose making it easier to meet auto fuel rules,u.s. lawmakers propose making it easier meet auto fuel rules,true,politicsNews,1290:0|1290:1|1290:2|1290:3,1290,4
para-9104,9104,'Lone hacker' claims responsibility for cyber attack on Democrats,'lone hacker' claims responsibility cyber attack democrats,true,politicsNews,9104:0|9104:1|9104:2,9104,3
para-20153,20153,Factbox: About 4.2 million still without power in U.S. Southeast after Irma,factbox: about 4.2 million still without power u.s. southeast following irma,true,worldnews,20153:0|20153:1|20153:2,20153,3
para-5151,5151,Trump's 'bromance' with Russia's Putin appears to be cooling,trump's 'bromance' with russia's putin appears be cooling,true,politicsNews,5151:0|5151:1|5151:2|5151:3|5151:4|5151:5|5151:6|5151:7|5151:8|5151:9,5151,10
para-43203,43203,(VIDEO) BALTIMORE MAYOR REOPENS LOOTED MALL: TELLS VENDORS THEY’RE MAKING A “GREAT INVESTMENT” BY STAYING,(video) baltimore mayor reopens looted mall: tells vendors they re making great investment by staying,fake,left-news,43203:0,43203,1
para-6065,6065,Crowd controversy: The making of an Inauguration Day photo,crowd controversy: making inauguration day photo,true,politicsNews,6065:0|6065:1|6065:2|6065:3|6065:4,6065,5
para-3004,3004,Senate to push ahead with healthcare vote this week: NBC,senate push ahead with healthcare vote this week: nbc,true,politicsNews,3004:0,3004,1
para-24077,24077,CNN HAMMERS Kellyanne Conway For Lying About Them As Network Considers Permanent Ban,cnn hammers kellyanne conway lying about them as network considers permanent ban,fake,News,24077:0|24077:1|24077:2|24077:3|24077:4,24077,5
para-4933,4933,Trump economic adviser Powell to be named deputy national security adviser,trump economic adviser powell be named deputy national security adviser,true,politicsNews,4933:0,4933,1
para-3363,3363,Senators grill U.S. education secretary on proposal to slash budget,senators grill u.s. education secretary proposal slash budget,true,politicsNews,3363:0|3363:1|3363:2|3363:3|3363:4,3363,5
para-23649,23649,New GOP Bills Would Let Corporations Strip Away Our First Amendment Rights,What happened with new gop bills would let corporations strip away our first amendment rights,fake,News,23649:0|23649:1|23649:2|23649:3|23649:4|23649:5|23649:6,23649,7
para-20729,20729,Tanzanian minister quits after diamond mining investigation: state TV,tanzanian minister quits following diamond mining investigation: state tv,true,worldnews,20729:0,20729,1
para-22017,22017,BREAKING: FBI Carried Out Warrant On Republican Congressman (DETAILS),fbi carried out warrant republican congressman,fake,News,22017:0|22017:1|22017:2|22017:3,22017,4
para-9760,9760,"Hastert loses one Illinois pension, keeps another after sentencing","hastert loses one illinois pension, keeps another following sentencing",true,politicsNews,9760:0|9760:1|9760:2,9760,3
para-29835,29835,Koch Brothers Hold Dark Money Conference To Plot Election 2016 Dirty Tricks,koch brothers hold dark money conference plot election 2016 dirty tricks,fake,News,29835:0|29835:1|29835:2|29835:3,29835,4
para-6905,6905,"Carson to HUD: The agency that oversees public housing, federal mortgage programs","carson hud: agency that oversees public housing, federal mortgage programs",true,politicsNews,6905:0|6905:1,6905,2
para-29079,29079,Watch Donald Trump Go Full Fascist With This Weird Pledge (VIDEO),donald trump go full fascist with this weird pledge,fake,News,29079:0|29079:1|29079:2|29079:3|29079:4|29079:5,29079,6
para-663,663,Jurors in U.S. Senator's bribery trial told to keep talking,jurors u.s. senator's bribery trial told keep talking,true,politicsNews,663:0|663:1|663:2|663:3,663,4
para-21107,21107,Kenya opposition leader Odinga says he will not share power,kenya opposition leader odinga states he will not share power,true,worldnews,21107:0|21107:1|21107:2,21107,3
para-4733,4733,U.S. senators set bipartisan bill to tighten sanctions on Iran,u.s. senators set bipartisan bill tighten sanctions iran,true,politicsNews,4733:0|4733:1|4733:2|4733:3|4733:4,4733,5
para-13400,13400,UK MPs cast doubt on plan to avoid Ireland border after Brexit,uk mps cast doubt plan avoid ireland border following brexit,true,worldnews,13400:0|13400:1|13400:2|13400:3,13400,4
para-5654,5654,Trump's pick for Army secretary drops out,trump's pick army secretary drops out,true,politicsNews,5654:0,5654,1
para-21372,21372,U.N. calls for pause in air strikes to spare civilians in Syria's Raqqa,u.n. urges pause air strikes spare civilians syria's raqqa,true,worldnews,21372:0|21372:1|21372:2|21372:3,21372,4
para-27841,27841,"Trump Has A New Nickname For Bernie Sanders, But It Works Better On Him (TWEET)","trump has new nickname bernie sanders, but it works better him",fake,News,27841:0|27841:1|27841:2|27841:3,27841,4
para-29329,29329,Bill O’Reilly Makes Ben Carson Admit ‘It Would Take A Miracle’ To Win GOP Nomination (VIDEO),bill o reilly makes ben carson admit it would take miracle win gop nomination,fake,News,29329:0|29329:1|29329:2|29329:3|29329:4,29329,5
para-43720,43720,MEDIA TRIPWIRE? Ping Pong Pizza Conspiracy Propels Internet Censorship Amid ‘Fake News’ Witch-Hunt,media tripwire ping pong pizza conspiracy propels internet censorship during fake news witch-hunt,fake,US_News,43720:0|43720:1|43720:2|43720:3|43720:4|43720:5|43720:6|43720:7|43720:8|43720:9|43720:10|43720:11|43720:12|43720:13|43720:14|43720:15|43720:16|43720:17|43720:18|43720:19|43720:20|43720:21|43720:22|43720:23|43720:24|43720:25|43720:26|43720:27|43720:28|43720:29|43720:30|43720:31|43720:32|43720:33|43720:34|43720:35|43720:36|43720:37|43720:38|43720:39|43720:40|43720:41|43720:42|43720:43|43720:44|43720:45|43720:46|43720:47|43720:48|43720:49|43720:50|43720:51|43720:52|43720:53|43720:54|43720:55|43720:56|43720:57|43720:58|43720:59|43720:60|43720:61|43720:62|43720:63|43720:64|43720:65|43720:66|43720:67|43720:68|43720:69|43720:70|43720:71|43720:72|43720:73|43720:74|43720:75|43720:76|43720:77|43720:78|43720:79|43720:80|43720:81,43720,82
para-24885,24885,Former CIA Operative: The U.S. May Have To Vote Again (VIDEO),former cia operative: u.s. may have vote again,fake,News,24885:0|24885:1|24885:2|24885:3,24885,4
para-14064,14064,"Swiss pledge more funds for EU budget, progress on treaty","swiss pledge more funds eu budget, progress treaty",true,worldnews,14064:0|14064:1|14064:2|14064:3|14064:4|14064:5,14064,6
para-3772,3772,Top Senate Democrat calls on White House to release Trump-Russia meeting transcripts,top senate democrat urges white house release trump-russia meeting transcripts,true,politicsNews,3772:0,3772,1
para-8373,8373,Judge orders search of new Clinton emails for release by September 13,judge orders search new clinton emails release by september 13,true,politicsNews,8373:0|8373:1|8373:2|8373:3|8373:4,8373,5
para-451,451,UK PM May says Donald Trump was wrong to retweet far-right videos,uk pm may states donald trump was wrong retweet far-right videos,true,politicsNews,451:0,451,1
para-13747,13747,Russia seeks two-day ceasefire in Damascus suburb; dozens killed by air strikes,russia seeks two-day ceasefire damascus suburb; dozens killed by air strikes,true,worldnews,13747:0|13747:1|13747:2,13747,3
para-23673,23673,Muslim Internment Flyers SHOCK Students Of UC San Diego With Stark Warning,muslim internment flyers shock students uc san diego with stark warning,fake,News,23673:0|23673:1|23673:2,23673,3
para-24271,24271,Trump Targets Clean Water And Clean Air Regulations At Environmental Protection Agency,trump targets clean water clean air regulations at environmental protection agency,fake,News,24271:0|24271:1|24271:2|24271:3|24271:4|24271:5|24271:6,24271,7
para-14803,14803,"Russia attacked energy, telecom and media in Britain: government official","russia attacked energy, telecom media britain: government official",true,worldnews,14803:0|14803:1|14803:2,14803,3
para-7139,7139,"Obama, Putin talk about Syria and Ukraine in quick summit meet","obama, putin talk about syria ukraine quick summit meet",true,politicsNews,7139:0|7139:1|7139:2,7139,3
para-8559,8559,Democratic Party communications director expected to depart DNC amid hacking fallout,democratic party communications director expected depart dnc during hacking fallout,true,politicsNews,8559:0,8559,1
para-17452,17452,Hundreds of U.S. Marines leave Australia after troop rotation,hundreds u.s. marines leave australia following troop rotation,true,worldnews,17452:0|17452:1|17452:2,17452,3
para-2186,2186,U.S. auto safety advocacy group names Obama-era official to top post,u.s. auto safety advocacy group names obama-era official top post,true,politicsNews,2186:0,2186,1
para-31694,31694,BURN! NYT TAKES JAB AT FOX NEWS…Watch How FOX Got Even in a Big Way! [Video],burn nyt takes jab at fox news watch how fox got even big way,fake,politics,31694:0|31694:1|31694:2,31694,3
para-44440,44440,Trump Executive Order on Ethics Commitments Bans Lobbying for Executive Branch Employees,trump executive order ethics commitments bans lobbying executive branch employees,fake,Middle-east,44440:0|44440:1|44440:2|44440:3,44440,4
para-8917,8917,Panel's report reignites debate over Clinton and Benghazi,panel's report reignites debate regarding clinton benghazi,true,politicsNews,8917:0|8917:1|8917:2|8917:3|8917:4|8917:5|8917:6|8917:7|8917:8,8917,9
para-6357,6357,FBI investigated over pre-election decisions on Clinton email,fbi investigated regarding pre-election decisions clinton email,true,politicsNews,6357:0|6357:1|6357:2|6357:3|6357:4|6357:5|6357:6|6357:7,6357,8
para-38518,38518,Unreal! DOJ Paying Off Minnesota Muslims To NOT Be Terrorists,unreal doj paying off minnesota muslims not be terrorists,fake,Government News,38518:0|38518:1|38518:2|38518:3,38518,4
para-23589,23589,"Steve King Tries To Defend White Supremacist Tweet; He Just Made Things Much, Much Worse (VIDEO)","steve king tries defend white supremacist tweet; he just made things much, much worse",fake,News,23589:0|23589:1|23589:2,23589,3
para-33181,33181,BREAKING: PRESIDENT TRUMP MAKES HIS PICK For The Supreme Court,president trump makes his pick supreme court,fake,politics,33181:0|33181:1|33181:2,33181,3
para-19662,19662,Theft at burned London tower adds to police's grueling work,theft at burned london tower adds police's grueling work,true,worldnews,19662:0|19662:1|19662:2|19662:3|19662:4|19662:5|19662:6,19662,7
para-37156,37156,NY METS HONOR MURDERED COP BRIAN MOORE Who Planned To Take Girlfriend And Dad To Game Tonight,ny mets honor murdered cop brian moore who planned take girlfriend dad game tonight,fake,politics,37156:0|37156:1|37156:2|37156:3|37156:4,37156,5
para-34826,34826,LOL! Black Conservative DESTROYS “Current Day Slave” Elijah Cummings’ DNC Speech…”Boss Lady Gonna Be Proud Of You!”,lol black conservative destroys current day slave elijah cummings dnc speech boss lady gonna be proud you,fake,politics,34826:0,34826,1
para-43108,43108,BREAKING: ISIS SUPPORTERS THREATEN ARMED BIKERS “Freedom Of Speech” Rally…’We promise we will drink ur blood’ [VIDEO],isis supporters threaten armed bikers freedom speech rally we promise we will drink ur blood,fake,left-news,43108:0|43108:1|43108:2|43108:3,43108,4
para-18091,18091,U.S. Embassy in Saudi Arabia cautions citizens after unconfirmed reports of foiled attack in Jeddah,u.s. embassy saudi arabia cautions citizens following unconfirmed reports foiled attack jeddah,true,worldnews,18091:0,18091,1
para-16926,16926,Toxic firecracker haze darkens Indian capital after festival of lights,toxic firecracker haze darkens indian capital following festival lights,true,worldnews,16926:0|16926:1|16926:2|16926:3,16926,4
para-16639,16639,French judiciary creaking under weight of terrorism cases,french judiciary creaking under weight terrorism cases,true,worldnews,16639:0|16639:1|16639:2|16639:3|16639:4,16639,5
para-43629,43629,"FAKE NEWS WEEK: Truth, War Propaganda, CIA and Media Manipulation","fake news week: truth, war propaganda, cia media manipulation",fake,US_News,43629:0|43629:1|43629:2|43629:3|43629:4|43629:5|43629:6|43629:7|43629:8|43629:9|43629:10,43629,11
para-6208,6208,U.S. Treasury nominee says would enforce all Russia sanctions,u.s. treasury nominee states would enforce all russia sanctions,true,politicsNews,6208:0,6208,1
para-1071,1071,U.S. weighs calling Myanmar's Rohingya crisis 'ethnic cleansing',Reports concerning u.s. weighs calling myanmar's rohingya crisis 'ethnic cleansing',true,politicsNews,1071:0|1071:1|1071:2|1071:3|1071:4,1071,5
para-18359,18359,British PM May's voice repeatedly fails in keynote speech,british pm may's voice repeatedly fails keynote speech,true,worldnews,18359:0,18359,1
para-29616,29616,Trump Brags About His HUGE Tax Return: ‘I Fight Like Hell Not To Pay’ Taxes (VIDEO),trump brags about his huge tax return: i fight like hell not pay taxes,fake,News,29616:0|29616:1|29616:2|29616:3,29616,4
para-13825,13825,Cuba holds municipal elections on road to Castro era’s end,cuba holds municipal elections road castro era s end,true,worldnews,13825:0|13825:1|13825:2|13825:3|13825:4,13825,5
para-21062,21062,U.S.-backed Syrian forces seize Raqqa mosque: coalition,What happened with u.s.-backed syrian forces seize raqqa mosque: coalition,true,worldnews,21062:0|21062:1|21062:2,21062,3
para-4758,4758,State Department misses deadline to manage email records electronically,state department misses deadline manage email records electronically,true,politicsNews,4758:0|4758:1|4758:2|4758:3,4758,4
para-44520,44520,Is Democratic Party Attempting a ‘Soft Coup’? Efforts Underway to Hijack Electoral College Vote…,is democratic party attempting soft coup efforts underway hijack electoral college vote,fake,Middle-east,44520:0|44520:1|44520:2|44520:3|44520:4|44520:5|44520:6,44520,7
para-33208,33208,WORKING CLASS REVOLT! OLD SCHOOL JERSEY PATRIOTS Let The Liberals and Hollywood Have It! [VIDEO],working class revolt old school jersey patriots let liberals hollywood have it,fake,politics,33208:0,33208,1
para-28555,28555,Fact Checkers Clear Hillary Of ‘Big Oil Bribes’,fact checkers clear hillary big oil bribes,fake,News,28555:0|28555:1|28555:2|28555:3|28555:4|28555:5|28555:6,28555,7
para-18304,18304,Mexico plans aid for Puerto Rico after Hurricane Maria,mexico plans aid puerto rico following hurricane maria,true,worldnews,18304:0|18304:1|18304:2,18304,3
para-15468,15468,Islamic State claims attack on TV station in Afghan capital,islamic state claims attack tv station afghan capital,true,worldnews,15468:0|15468:1|15468:2|15468:3|15468:4,15468,5
para-10618,10618,Two former presidents of Mexico compare Trump to Hitler,two former presidents mexico compare trump hitler,true,politicsNews,10618:0|10618:1,10618,2
para-7626,7626,White House says FBI director not trying to influence election,white house states fbi director not trying influence election,true,politicsNews,7626:0,7626,1
para-10185,10185,Clinton: More Europe can do to help U.S. combat terrorism,clinton: more europe can do help u.s. combat terrorism,true,politicsNews,10185:0|10185:1|10185:2|10185:3,10185,4
para-13869,13869,Lebanon's Jumblatt calls for Saudi-Iranian discussions,lebanon's jumblatt urges saudi-iranian discussions,true,worldnews,13869:0|13869:1|13869:2|13869:3|13869:4,13869,5
para-10910,10910,Pentagon's No. 2 says cut in LCS ship program 'not an indictment',pentagon's no. 2 states cut lcs ship program 'not indictment',true,politicsNews,10910:0|10910:1,10910,2
para-32684,32684,TREY GOWDY ON SPYING ON AMERICAN CITIZENS…Like President Trump! [Video],trey gowdy spying american citizens like president trump,fake,politics,32684:0,32684,1
para-38130,38130,BREAKING…Internal Memo From OBAMA’S Corrupt EPA: FLINT NOT WORTH “Going Out On A Limb For”,internal memo from obama s corrupt epa: flint not worth going out limb,fake,Government News,38130:0|38130:1|38130:2,38130,3
para-44221,44221,AFGHANISTAN: Trump Surges Into the Graveyard of Empires,afghanistan: trump surges into graveyard empires,fake,Middle-east,44221:0|44221:1|44221:2|44221:3|44221:4|44221:5|44221:6|44221:7|44221:8|44221:9|44221:10|44221:11|44221:12|44221:13|44221:14|44221:15|44221:16|44221:17|44221:18|44221:19|44221:20|44221:21,44221,22
para-17580,17580,Teenager to stand trial in March over London bomb attack,teenager stand trial march regarding london bomb attack,true,worldnews,17580:0,17580,1
para-14271,14271,Russia says retreat of Syrian opposition figures good for peace,russia states retreat syrian opposition figures good peace,true,worldnews,14271:0|14271:1|14271:2|14271:3|14271:4,14271,5
para-34984,34984,MATT DAMON Says America Needs IMMEDIATE GUN BAN After Making $50 MILLION KILLING People With Guns In Popular Movie Series,matt damon states america requires immediate gun ban following making $50 million killing people with guns popular movie series,fake,politics,34984:0|34984:1,34984,2
para-35638,35638,BUSTED! ANTI-TRUMP PROTESTERS Paid To Stir Up Violence At Trump Events,busted anti-trump protesters paid stir up violence at trump events,fake,politics,35638:0|35638:1|35638:2|35638:3,35638,4
para-36525,36525,RABID PRO-AMNESTY LEGISLATOR Luis Gutiérrez On Paul Ryan For Speaker “He would work with Democrats in order to solve the problems of America” [VIDEO],rabid pro-amnesty legislator luis gutiérrez paul ryan speaker he would work with democrats order solve problems america,fake,politics,36525:0|36525:1|36525:2|36525:3|36525:4|36525:5,36525,6
para-43338,43338,‘Classified’ Emails from Hillary Clinton and Huma Abedin found on Anthony Weiner’s Laptop,classified emails from hillary clinton huma abedin found anthony weiner s laptop,fake,US_News,43338:0|43338:1|43338:2|43338:3|43338:4|43338:5|43338:6|43338:7|43338:8|43338:9,43338,10
para-31035,31035,Did Hillary Clinton REALLY Break Her Toe? [VIDEO],did hillary clinton really break her toe,fake,politics,31035:0|31035:1,31035,2
para-40225,40225,DINGBAT MAXINE WATERS Tells Islamic Society Republicans Trying To Prevent Sharia Law From Being Enforced In America Is “Contrary To American Values…Threatens National Security” [VIDEO],dingbat maxine waters tells islamic society republicans trying prevent sharia law from being enforced america is contrary american values threatens national security,fake,left-news,40225:0|40225:1|40225:2|40225:3|40225:4|40225:5|40225:6,40225,7
para-9974,9974,"U.S. presidential rivals Clinton, Sanders tied in support among Democrats: poll","u.s. presidential rivals clinton, sanders tied support among democrats",true,politicsNews,9974:0|9974:1,9974,2
para-7592,7592,Clinton holds slim lead over Trump in presidential race: polls,clinton holds slim lead regarding trump presidential race: polls,true,politicsNews,7592:0,7592,1
para-13485,13485,British minister hopes condemnation of Trump tweet has impact,british minister hopes condemnation trump tweet has impact,true,worldnews,13485:0,13485,1
para-44196,44196,SUNDAY SCREENING: Overpill (2017),What happened with sunday screening: overpill (2017),fake,Middle-east,44196:0|44196:1|44196:2,44196,3
para-40556,40556,TUCKER CARLSON Exposes Radical Middle School Teacher Who Organizes Violent Protesters To Shut Down Free Speech[VIDEO],tucker carlson exposes radical middle school teacher who organizes violent protesters shut down free speech,fake,left-news,40556:0|40556:1,40556,2
para-7599,7599,U.S. militia girds for trouble as presidential election nears,u.s. militia girds trouble as presidential election nears,true,politicsNews,7599:0|7599:1|7599:2|7599:3|7599:4|7599:5|7599:6|7599:7,7599,8
para-29893,29893,Whoopi Goldberg Opens Up A Can Of Whoop-A** On Trump (VIDEO),whoopi goldberg opens up can whoop-a** trump,fake,News,29893:0|29893:1|29893:2|29893:3,29893,4
para-37965,37965,GUN GRABBING PROGRESSIVES AND DUE PROCESS: Watch Trey Gowdy Grill Gov’t Thug On Due Process [Video],gun grabbing progressives due process: watch trey gowdy grill gov t thug due process,fake,Government News,37965:0|37965:1|37965:2|37965:3,37965,4
para-18527,18527,UK still hopeful of moving EU talks onto future ties: junior minister,uk still hopeful moving eu discussions onto future ties: junior minister,true,worldnews,18527:0|18527:1,18527,2
para-21913,21913,"Trump Wants It Both Ways, But You Can’t Pass The Most Bills If ‘They’ Won’t Let You Pass Bills","trump wants it both ways, but you can t pass most bills if they won t let you pass bills",fake,News,21913:0|21913:1|21913:2|21913:3|21913:4|21913:5|21913:6,21913,7
para-35288,35288,MAN THREATENS TO KILL TRUMP: Afraid Food Stamps Will Be Taken Away,man threatens kill trump: afraid food stamps will be taken away,fake,politics,35288:0,35288,1
para-32451,32451,UNREAL! NEW YORK TIMES Blames Conservatives For Berkeley Violence…Watch This Video For The Truth! [Video],unreal new york times blames conservatives berkeley violence watch this video truth,fake,politics,32451:0|32451:1|32451:2|32451:3|32451:4|32451:5|32451:6,32451,7
